DBCODE,ENTITY,REACH,SERIES,TEST,DATANUM,DATE,TIME,CONCEN,MASSFLUX,DISCHARGE,TEMP
HF011,1,WS3,Early,1,5904,4/22/2001,69241,0.17,4.47,27,7
HF011,1,WS3,Early,1,5905,4/22/2001,69261,0.17,4.52,27,7
HF011,1,WS3,Early,1,5906,4/22/2001,69281,0.17,4.61,27,7
HF011,1,WS3,Early,1,5907,4/22/2001,69301,0.18,4.71,27,7
HF011,1,WS3,Early,1,5908,4/22/2001,69321,0.17,4.61,27,7
HF011,1,WS3,Early,1,5909,4/22/2001,69341,0.17,4.61,27,7
HF011,1,WS3,Early,1,5910,4/22/2001,69361,0.17,4.55,27,7
HF011,1,WS3,Early,1,5911,4/22/2001,69381,0.17,4.52,27,7
HF011,1,WS3,Early,1,5912,4/22/2001,69401,0.17,4.44,27,7
HF011,1,WS3,Early,1,5913,4/22/2001,69421,0.17,4.55,27,7
HF011,1,WS3,Early,1,5914,4/22/2001,69441,0.17,4.61,27,7
HF011,1,WS3,Early,1,5915,4/22/2001,69461,0.16,4.39,27,7
HF011,1,WS3,Early,1,5916,4/22/2001,69481,0.17,4.61,27,7
HF011,1,WS3,Early,1,5917,4/22/2001,69501,0.17,4.63,27,7
HF011,1,WS3,Early,1,5918,4/22/2001,69521,0.17,4.55,27,7
HF011,1,WS3,Early,1,5919,4/22/2001,69541,0.17,4.55,27,7
HF011,1,WS3,Early,1,5920,4/22/2001,69561,0.16,4.39,27,7
HF011,1,WS3,Early,1,5921,4/22/2001,69581,0.17,4.66,27,7
HF011,1,WS3,Early,1,5922,4/22/2001,69601,0.17,4.66,27,7
HF011,1,WS3,Early,1,5923,4/22/2001,69621,0.16,4.42,27,7
HF011,1,WS3,Early,1,5924,4/22/2001,69641,0.15,4.01,27,7
HF011,1,WS3,Early,1,5925,4/22/2001,69661,0.16,4.2,27,7
HF011,1,WS3,Early,1,5926,4/22/2001,69681,0.16,4.39,27,7
HF011,1,WS3,Early,1,5927,4/22/2001,69701,0.16,4.34,27,7
HF011,1,WS3,Early,1,5928,4/22/2001,69721,0.17,4.58,27,7
HF011,1,WS3,Early,1,5929,4/22/2001,69741,0.16,4.26,27,7
HF011,1,WS3,Early,1,5930,4/22/2001,69761,0.16,4.2,27,7
HF011,1,WS3,Early,1,5931,4/22/2001,69781,0.16,4.39,27,7
HF011,1,WS3,Early,1,5932,4/22/2001,69801,0.15,4.15,27,7
HF011,1,WS3,Early,1,5933,4/22/2001,69821,0.16,4.42,27,7
HF011,1,WS3,Early,1,5934,4/22/2001,69841,0.16,4.39,27,7
HF011,1,WS3,Early,1,5935,4/22/2001,69861,0.15,4.12,27,7
HF011,1,WS3,Early,1,5936,4/22/2001,69881,0.15,4.01,27,7
HF011,1,WS3,Early,1,5937,4/22/2001,69901,0.15,3.99,27,7
HF011,1,WS3,Early,1,5938,4/22/2001,69921,0.15,4.15,27,7
HF011,1,WS3,Early,1,5939,4/22/2001,69941,0.16,4.36,27,7
HF011,1,WS3,Early,1,5940,4/22/2001,69961,0.17,4.47,27,7
HF011,1,WS3,Early,1,5941,4/22/2001,69981,0.17,4.61,27,7
HF011,1,WS3,Early,1,5942,4/22/2001,70001,0.17,4.55,27,7
HF011,1,WS3,Early,1,5943,4/22/2001,70021,0.17,4.52,27,7
HF011,1,WS3,Early,1,5944,4/22/2001,70041,0.17,4.66,27,7
HF011,1,WS3,Early,1,5945,4/22/2001,70061,0.17,4.63,27,7
HF011,1,WS3,Early,1,5946,4/22/2001,70081,0.17,4.52,27,7
HF011,1,WS3,Early,1,5947,4/22/2001,70101,0.17,4.47,27,7
HF011,1,WS3,Early,1,5948,4/22/2001,70121,0.17,4.61,27,7
HF011,1,WS3,Early,1,5949,4/22/2001,70141,0.17,4.55,27,7
HF011,1,WS3,Early,1,5950,4/22/2001,70161,0.17,4.61,27,7
HF011,1,WS3,Early,1,5951,4/22/2001,70181,0.17,4.47,27,7
HF011,1,WS3,Early,1,5952,4/22/2001,70201,0.17,4.47,27,7
HF011,1,WS3,Early,1,5953,4/22/2001,70221,0.16,4.39,27,7
HF011,1,WS3,Early,1,5954,4/22/2001,70241,0.17,4.58,27,7
HF011,1,WS3,Early,1,5955,4/22/2001,70261,0.16,4.39,27,7
HF011,1,WS3,Early,1,5956,4/22/2001,70281,0.16,4.2,27,7
HF011,1,WS3,Early,1,5957,4/22/2001,70301,0.17,4.44,27,7
HF011,1,WS3,Early,1,5958,4/22/2001,70321,0.16,4.39,27,7
HF011,1,WS3,Early,1,5959,4/22/2001,70341,0.16,4.42,27,7
HF011,1,WS3,Early,1,5960,4/22/2001,70361,0.17,4.44,27,7
HF011,1,WS3,Early,1,5961,4/22/2001,70381,0.17,4.44,27,7
HF011,1,WS3,Early,1,5962,4/22/2001,70401,0.16,4.28,27,7
HF011,1,WS3,Early,1,5963,4/22/2001,70421,0.17,4.61,27,7
HF011,1,WS3,Early,1,5964,4/22/2001,70441,0.16,4.39,27,7
HF011,1,WS3,Early,1,5965,4/22/2001,70461,0.16,4.42,27,7
HF011,1,WS3,Early,1,5966,4/22/2001,70481,0.16,4.42,27,7
HF011,1,WS3,Early,1,5967,4/22/2001,70501,0.17,4.55,27,7
HF011,1,WS3,Early,1,5968,4/22/2001,70521,0.16,4.36,27,7
HF011,1,WS3,Early,1,5969,4/22/2001,70541,0.17,4.58,27,7
HF011,1,WS3,Early,1,5970,4/22/2001,70561,0.16,4.23,27,7
HF011,1,WS3,Early,1,5971,4/22/2001,70581,0.16,4.36,27,7
HF011,1,WS3,Early,1,5972,4/22/2001,70601,0.16,4.36,27,7
HF011,1,WS3,Early,1,5973,4/22/2001,70621,0.17,4.52,27,7
HF011,1,WS3,Early,1,5974,4/22/2001,70641,0.16,4.39,27,7
HF011,1,WS3,Early,1,5975,4/22/2001,70661,0.17,4.44,27,7
HF011,1,WS3,Early,1,5976,4/22/2001,70681,0.16,4.39,27,7
HF011,1,WS3,Early,1,5977,4/22/2001,70701,0.17,4.47,27,7
HF011,1,WS3,Early,1,5978,4/22/2001,70721,0.17,4.52,27,7
HF011,1,WS3,Early,1,5979,4/22/2001,70741,0.16,4.39,27,7
HF011,1,WS3,Early,1,5980,4/22/2001,70761,0.16,4.26,27,7
HF011,1,WS3,Early,1,5981,4/22/2001,70781,0.16,4.28,27,7
HF011,1,WS3,Early,1,5982,4/22/2001,70801,0.16,4.39,27,7
HF011,1,WS3,Early,1,5983,4/22/2001,70821,0.16,4.39,27,7
HF011,1,WS3,Early,1,5984,4/22/2001,70841,0.16,4.36,27,7
HF011,1,WS3,Early,1,5985,4/22/2001,70861,0.17,4.55,27,7
HF011,1,WS3,Early,1,5986,4/22/2001,70881,0.16,4.42,27,7
HF011,1,WS3,Early,1,5987,4/22/2001,70901,0.17,4.44,27,7
HF011,1,WS3,Early,1,5988,4/22/2001,70921,0.16,4.39,27,7
HF011,1,WS3,Early,1,5989,4/22/2001,70941,0.16,4.39,27,7
HF011,1,WS3,Early,1,5990,4/22/2001,70961,0.16,4.26,27,7
HF011,1,WS3,Early,1,5991,4/22/2001,70981,0.16,4.39,27,6.9
HF011,1,WS3,Early,1,5992,4/22/2001,71001,0.16,4.39,27,7
HF011,1,WS3,Early,1,5993,4/22/2001,71021,0.16,4.28,27,7
HF011,1,WS3,Early,1,5994,4/22/2001,71041,0.17,4.52,27,7
HF011,1,WS3,Early,1,5995,4/22/2001,71061,0.17,4.44,27,6.9
HF011,1,WS3,Early,1,5996,4/22/2001,71081,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,5997,4/22/2001,71101,0.16,4.28,27,7
HF011,1,WS3,Early,1,5998,4/22/2001,71121,0.17,4.61,27,6.9
HF011,1,WS3,Early,1,5999,4/22/2001,71141,0.16,4.26,27,7
HF011,1,WS3,Early,1,6000,4/22/2001,71161,0.16,4.34,27,7
HF011,1,WS3,Early,1,6001,4/22/2001,71181,0.16,4.36,27,7
HF011,1,WS3,Early,1,6002,4/22/2001,71201,0.16,4.34,27,7
HF011,1,WS3,Early,1,6003,4/22/2001,71221,0.16,4.2,27,7
HF011,1,WS3,Early,1,6004,4/22/2001,71241,0.17,4.47,27,7
HF011,1,WS3,Early,1,6005,4/22/2001,71261,0.16,4.26,27,7
HF011,1,WS3,Early,1,6006,4/22/2001,71281,0.16,4.36,27,7
HF011,1,WS3,Early,1,6007,4/22/2001,71301,0.16,4.23,27,7
HF011,1,WS3,Early,1,6008,4/22/2001,71321,0.17,4.44,27,6.9
HF011,1,WS3,Early,1,6009,4/22/2001,71341,0.16,4.36,27,6.9
HF011,1,WS3,Early,1,6010,4/22/2001,71361,0.17,4.52,27,6.9
HF011,1,WS3,Early,1,6011,4/22/2001,71381,0.16,4.28,27,6.9
HF011,1,WS3,Early,1,6012,4/22/2001,71401,0.16,4.39,27,6.9
HF011,1,WS3,Early,1,6013,4/22/2001,71421,0.17,4.52,27,6.9
HF011,1,WS3,Early,1,6014,4/22/2001,71441,0.15,4.12,27,6.9
HF011,1,WS3,Early,1,6015,4/22/2001,71461,0.16,4.23,27,6.9
HF011,1,WS3,Early,1,6016,4/22/2001,71481,0.16,4.36,27,6.9
HF011,1,WS3,Early,1,6017,4/22/2001,71501,0.16,4.42,27,6.9
HF011,1,WS3,Early,1,6018,4/22/2001,71521,0.17,4.44,27,6.9
HF011,1,WS3,Early,1,6019,4/22/2001,71541,0.16,4.42,27,6.9
HF011,1,WS3,Early,1,6020,4/22/2001,71561,0.17,4.52,27,6.9
HF011,1,WS3,Early,1,6021,4/22/2001,71581,0.16,4.36,27,6.9
HF011,1,WS3,Early,1,6022,4/22/2001,71601,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,6023,4/22/2001,71621,0.16,4.42,27,6.9
HF011,1,WS3,Early,1,6024,4/22/2001,71641,0.16,4.42,27,6.9
HF011,1,WS3,Early,1,6025,4/22/2001,71661,0.16,4.34,27,6.9
HF011,1,WS3,Early,1,6026,4/22/2001,71681,0.16,4.36,27,6.9
HF011,1,WS3,Early,1,6027,4/22/2001,71701,0.17,4.44,27,6.9
HF011,1,WS3,Early,1,6028,4/22/2001,71721,0.16,4.36,27,6.9
HF011,1,WS3,Early,1,6029,4/22/2001,71741,0.16,4.36,27,6.9
HF011,1,WS3,Early,1,6030,4/22/2001,71761,0.16,4.26,27,6.9
HF011,1,WS3,Early,1,6031,4/22/2001,71781,0.17,4.44,27,6.9
HF011,1,WS3,Early,1,6032,4/22/2001,71801,0.16,4.28,27,6.9
HF011,1,WS3,Early,1,6033,4/22/2001,71821,0.16,4.36,27,6.9
HF011,1,WS3,Early,1,6034,4/22/2001,71841,0.16,4.28,27,6.9
HF011,1,WS3,Early,1,6035,4/22/2001,71861,0.16,4.34,27,6.9
HF011,1,WS3,Early,1,6036,4/22/2001,71881,0.16,4.36,27,6.9
HF011,1,WS3,Early,1,6037,4/22/2001,71901,0.16,4.28,27,6.9
HF011,1,WS3,Early,1,6038,4/22/2001,71921,0.16,4.39,27,6.9
HF011,1,WS3,Early,1,6039,4/22/2001,71941,0.16,4.28,27,6.9
HF011,1,WS3,Early,1,6040,4/22/2001,71961,0.16,4.34,27,6.9
HF011,1,WS3,Early,1,6041,4/22/2001,71981,0.17,4.47,27,6.9
HF011,1,WS3,Early,1,6042,4/22/2001,72001,0.16,4.34,27,6.9
HF011,1,WS3,Early,1,6043,4/22/2001,72021,0.16,4.39,27,6.9
HF011,1,WS3,Early,1,6044,4/22/2001,72041,0.17,4.61,27,6.9
HF011,1,WS3,Early,1,6045,4/22/2001,72061,0.17,4.52,27,6.9
HF011,1,WS3,Early,1,6046,4/22/2001,72081,0.17,4.61,27,6.9
HF011,1,WS3,Early,1,6047,4/22/2001,72101,0.17,4.55,27,6.9
HF011,1,WS3,Early,1,6048,4/22/2001,72121,0.16,4.23,27,6.9
HF011,1,WS3,Early,1,6049,4/22/2001,72141,0.16,4.34,27,6.9
HF011,1,WS3,Early,1,6050,4/22/2001,72161,0.16,4.26,27,6.9
HF011,1,WS3,Early,1,6051,4/22/2001,72181,0.16,4.26,27,6.9
HF011,1,WS3,Early,1,6052,4/22/2001,72201,0.16,4.34,27,6.9
HF011,1,WS3,Early,1,6053,4/22/2001,72221,0.17,4.44,27,6.9
HF011,1,WS3,Early,1,6054,4/22/2001,72241,0.16,4.39,27,6.9
HF011,1,WS3,Early,1,6055,4/22/2001,72261,0.16,4.39,27,6.9
HF011,1,WS3,Early,1,6056,4/22/2001,72281,0.16,4.39,27,6.9
HF011,1,WS3,Early,1,6057,4/22/2001,72301,0.16,4.34,27,6.9
HF011,1,WS3,Early,1,6058,4/22/2001,72321,0.16,4.28,27,6.9
HF011,1,WS3,Early,1,6059,4/22/2001,72341,0.16,4.26,27,6.9
HF011,1,WS3,Early,1,6060,4/22/2001,72361,0.16,4.39,27,6.9
HF011,1,WS3,Early,1,6061,4/22/2001,72381,0.16,4.36,27,6.9
HF011,1,WS3,Early,1,6062,4/22/2001,72401,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,6063,4/22/2001,72421,0.16,4.39,27,6.9
HF011,1,WS3,Early,1,6064,4/22/2001,72441,0.16,4.23,27,6.9
HF011,1,WS3,Early,1,6065,4/22/2001,72461,0.16,4.34,27,6.9
HF011,1,WS3,Early,1,6066,4/22/2001,72481,0.16,4.23,27,6.9
HF011,1,WS3,Early,1,6067,4/22/2001,72501,0.15,4.15,27,6.9
HF011,1,WS3,Early,1,6068,4/22/2001,72521,0.16,4.39,27,6.9
HF011,1,WS3,Early,1,6069,4/22/2001,72541,0.15,4.12,27,6.9
HF011,1,WS3,Early,1,6070,4/22/2001,72561,0.17,4.58,27,6.9
HF011,1,WS3,Early,1,6071,4/22/2001,72581,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,6072,4/22/2001,72601,0.16,4.26,27,6.9
HF011,1,WS3,Early,1,6073,4/22/2001,72621,0.16,4.23,27,6.9
HF011,1,WS3,Early,1,6074,4/22/2001,72641,0.16,4.17,27,6.9
HF011,1,WS3,Early,1,6075,4/22/2001,72661,0.15,4.12,27,6.9
HF011,1,WS3,Early,1,6076,4/22/2001,72681,0.16,4.26,27,6.9
HF011,1,WS3,Early,1,6077,4/22/2001,72701,0.16,4.17,27,6.9
HF011,1,WS3,Early,1,6078,4/22/2001,72721,0.15,4.15,27,6.9
HF011,1,WS3,Early,1,6079,4/22/2001,72741,0.15,4.15,27,6.9
HF011,1,WS3,Early,1,6080,4/22/2001,72761,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,6081,4/22/2001,72781,0.16,4.17,27,6.9
HF011,1,WS3,Early,1,6082,4/22/2001,72801,0.16,4.39,27,6.9
HF011,1,WS3,Early,1,6083,4/22/2001,72821,0.15,4.01,27,6.9
HF011,1,WS3,Early,1,6084,4/22/2001,72841,0.16,4.17,27,6.9
HF011,1,WS3,Early,1,6085,4/22/2001,72861,0.16,4.17,27,6.9
HF011,1,WS3,Early,1,6086,4/22/2001,72881,0.16,4.34,27,6.9
HF011,1,WS3,Early,1,6087,4/22/2001,72901,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,6088,4/22/2001,72921,0.16,4.26,27,6.9
HF011,1,WS3,Early,1,6089,4/22/2001,72941,0.15,4.15,27,6.9
HF011,1,WS3,Early,1,6090,4/22/2001,72961,0.16,4.17,27,6.9
HF011,1,WS3,Early,1,6091,4/22/2001,72981,0.15,4.15,27,6.9
HF011,1,WS3,Early,1,6092,4/22/2001,73001,0.15,4.01,27,6.9
HF011,1,WS3,Early,1,6093,4/22/2001,73021,0.16,4.34,27,6.9
HF011,1,WS3,Early,1,6094,4/22/2001,73041,0.15,4.04,27,6.9
HF011,1,WS3,Early,1,6095,4/22/2001,73061,0.15,4.01,27,6.9
HF011,1,WS3,Early,1,6096,4/22/2001,73081,0.15,3.99,27,6.9
HF011,1,WS3,Early,1,6097,4/22/2001,73101,0.15,4.07,27,6.9
HF011,1,WS3,Early,1,6098,4/22/2001,73121,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,6099,4/22/2001,73141,0.16,4.17,27,6.9
HF011,1,WS3,Early,1,6100,4/22/2001,73161,0.15,4.01,27,6.9
HF011,1,WS3,Early,1,6101,4/22/2001,73181,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,6102,4/22/2001,73201,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,6103,4/22/2001,73221,0.15,4.15,27,6.9
HF011,1,WS3,Early,1,6104,4/22/2001,73241,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,6105,4/22/2001,73261,0.15,4.15,27,6.9
HF011,1,WS3,Early,1,6106,4/22/2001,73281,0.16,4.36,27,6.9
HF011,1,WS3,Early,1,6107,4/22/2001,73301,0.15,4.12,27,6.9
HF011,1,WS3,Early,1,6108,4/22/2001,73321,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,6109,4/22/2001,73341,0.16,4.23,27,6.9
HF011,1,WS3,Early,1,6110,4/22/2001,73361,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,6111,4/22/2001,73381,0.16,4.34,27,6.9
HF011,1,WS3,Early,1,6112,4/22/2001,73401,0.16,4.36,27,6.9
HF011,1,WS3,Early,1,6113,4/22/2001,73421,0.16,4.26,27,6.9
HF011,1,WS3,Early,1,6114,4/22/2001,73441,0.16,4.28,27,6.9
HF011,1,WS3,Early,1,6115,4/22/2001,73461,0.16,4.26,27,6.9
HF011,1,WS3,Early,1,6116,4/22/2001,73481,0.16,4.28,27,6.9
HF011,1,WS3,Early,1,6117,4/22/2001,73501,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,6118,4/22/2001,73521,0.16,4.26,27,6.9
HF011,1,WS3,Early,1,6119,4/22/2001,73541,0.16,4.17,27,6.9
HF011,1,WS3,Early,1,6120,4/22/2001,73561,0.16,4.34,27,6.9
HF011,1,WS3,Early,1,6121,4/22/2001,73581,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,6122,4/22/2001,73601,0.17,4.47,27,6.9
HF011,1,WS3,Early,1,6123,4/22/2001,73621,0.16,4.28,27,6.9
HF011,1,WS3,Early,1,6124,4/22/2001,73641,0.16,4.34,27,6.9
HF011,1,WS3,Early,1,6125,4/22/2001,73661,0.16,4.26,27,6.9
HF011,1,WS3,Early,1,6126,4/22/2001,73681,0.16,4.23,27,6.9
HF011,1,WS3,Early,1,6127,4/22/2001,73701,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,6128,4/22/2001,73721,0.16,4.17,27,6.9
HF011,1,WS3,Early,1,6129,4/22/2001,73741,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,6130,4/22/2001,73761,0.16,4.39,27,6.9
HF011,1,WS3,Early,1,6131,4/22/2001,73781,0.16,4.17,27,6.9
HF011,1,WS3,Early,1,6132,4/22/2001,73801,0.17,4.52,27,6.9
HF011,1,WS3,Early,1,6133,4/22/2001,73821,0.16,4.28,27,6.9
HF011,1,WS3,Early,1,6134,4/22/2001,73841,0.16,4.36,27,6.9
HF011,1,WS3,Early,1,6135,4/22/2001,73861,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,6136,4/22/2001,73881,0.16,4.34,27,6.9
HF011,1,WS3,Early,1,6137,4/22/2001,73901,0.15,4.15,27,6.9
HF011,1,WS3,Early,1,6138,4/22/2001,73921,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,6139,4/22/2001,73941,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,6140,4/22/2001,73961,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,6141,4/22/2001,73981,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,6142,4/22/2001,74001,0.16,4.23,27,6.9
HF011,1,WS3,Early,1,6143,4/22/2001,74021,0.15,4.12,27,6.9
HF011,1,WS3,Early,1,6144,4/22/2001,74041,0.15,4.12,27,6.9
HF011,1,WS3,Early,1,6145,4/22/2001,74061,0.16,4.28,27,6.9
HF011,1,WS3,Early,1,6146,4/22/2001,74081,0.16,4.36,27,6.9
HF011,1,WS3,Early,1,6147,4/22/2001,74101,0.16,4.39,27,6.9
HF011,1,WS3,Early,1,6148,4/22/2001,74121,0.15,4.15,27,6.9
HF011,1,WS3,Early,1,6149,4/22/2001,74141,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,6150,4/22/2001,74161,0.16,4.23,27,6.9
HF011,1,WS3,Early,1,6151,4/22/2001,74181,0.16,4.26,27,6.9
HF011,1,WS3,Early,1,6152,4/22/2001,74201,0.17,4.47,27,6.9
HF011,1,WS3,Early,1,6153,4/22/2001,74221,0.15,4.04,27,6.9
HF011,1,WS3,Early,1,6154,4/22/2001,74241,0.16,4.39,27,6.9
HF011,1,WS3,Early,1,6155,4/22/2001,74261,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,6156,4/22/2001,74281,0.17,4.47,27,6.9
HF011,1,WS3,Early,1,6157,4/22/2001,74301,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,6158,4/22/2001,74321,0.16,4.39,27,6.9
HF011,1,WS3,Early,1,6159,4/22/2001,74341,0.16,4.23,27,6.9
HF011,1,WS3,Early,1,6160,4/22/2001,74361,0.16,4.28,27,6.9
HF011,1,WS3,Early,1,6161,4/22/2001,74381,0.16,4.28,27,6.9
HF011,1,WS3,Early,1,6162,4/22/2001,74401,0.16,4.23,27,6.9
HF011,1,WS3,Early,1,6163,4/22/2001,74421,0.16,4.36,27,6.9
HF011,1,WS3,Early,1,6164,4/22/2001,74441,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,6165,4/22/2001,74461,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,6166,4/22/2001,74481,0.16,4.36,27,6.9
HF011,1,WS3,Early,1,6167,4/22/2001,74501,0.16,4.28,27,6.9
HF011,1,WS3,Early,1,6168,4/22/2001,74521,0.16,4.23,27,6.9
HF011,1,WS3,Early,1,6169,4/22/2001,74541,0.16,4.39,27,6.9
HF011,1,WS3,Early,1,6170,4/22/2001,74561,0.16,4.36,27,6.9
HF011,1,WS3,Early,1,6171,4/22/2001,74581,0.15,4.12,27,6.9
HF011,1,WS3,Early,1,6172,4/22/2001,74601,0.15,4.07,27,6.9
HF011,1,WS3,Early,1,6173,4/22/2001,74621,0.16,4.17,27,6.9
HF011,1,WS3,Early,1,6174,4/22/2001,74641,0.16,4.34,27,6.9
HF011,1,WS3,Early,1,6175,4/22/2001,74661,0.16,4.17,27,6.9
HF011,1,WS3,Early,1,6176,4/22/2001,74681,0.15,3.96,27,6.9
HF011,1,WS3,Early,1,6177,4/22/2001,74701,0.15,4.01,27,6.9
HF011,1,WS3,Early,1,6178,4/22/2001,74721,0.15,3.96,27,6.9
HF011,1,WS3,Early,1,6179,4/22/2001,74741,0.15,4.12,27,6.9
HF011,1,WS3,Early,1,6180,4/22/2001,74761,0.15,4.01,27,6.9
HF011,1,WS3,Early,1,6181,4/22/2001,74781,0.14,3.88,27,6.9
HF011,1,WS3,Early,1,6182,4/22/2001,74801,0.15,4.01,27,6.9
HF011,1,WS3,Early,1,6183,4/22/2001,74821,0.15,4.01,27,6.9
HF011,1,WS3,Early,1,6184,4/22/2001,74841,0.15,3.96,27,6.9
HF011,1,WS3,Early,1,6185,4/22/2001,74861,0.15,3.96,27,6.9
HF011,1,WS3,Early,1,6186,4/22/2001,74881,0.15,4.04,27,6.9
HF011,1,WS3,Early,1,6187,4/22/2001,74901,0.15,3.96,27,6.9
HF011,1,WS3,Early,1,6188,4/22/2001,74921,0.15,4.01,27,6.9
HF011,1,WS3,Early,1,6189,4/22/2001,74941,0.15,3.99,27,6.9
HF011,1,WS3,Early,1,6190,4/22/2001,74961,0.14,3.85,27,6.9
HF011,1,WS3,Early,1,6191,4/22/2001,74981,0.14,3.88,27,6.9
HF011,1,WS3,Early,1,6192,4/22/2001,75001,0.15,4.07,27,6.9
HF011,1,WS3,Early,1,6193,4/22/2001,75021,0.15,4.01,27,6.9
HF011,1,WS3,Early,1,6194,4/22/2001,75041,0.15,3.96,27,6.9
HF011,1,WS3,Early,1,6195,4/22/2001,75061,0.15,4.12,27,6.9
HF011,1,WS3,Early,1,6196,4/22/2001,75081,0.15,4.01,27,6.9
HF011,1,WS3,Early,1,6197,4/22/2001,75101,0.15,3.99,27,6.9
HF011,1,WS3,Early,1,6198,4/22/2001,75121,0.14,3.82,27,6.9
HF011,1,WS3,Early,1,6199,4/22/2001,75141,0.14,3.88,27,6.9
HF011,1,WS3,Early,1,6200,4/22/2001,75161,0.15,4.04,27,6.9
HF011,1,WS3,Early,1,6201,4/22/2001,75181,0.15,4.07,27,6.9
HF011,1,WS3,Early,1,6202,4/22/2001,75201,0.15,3.96,27,6.9
HF011,1,WS3,Early,1,6203,4/22/2001,75221,0.15,4.07,27,6.9
HF011,1,WS3,Early,1,6204,4/22/2001,75241,0.15,4.01,27,6.9
HF011,1,WS3,Early,1,6205,4/22/2001,75261,0.16,4.2,27,6.9
HF011,1,WS3,Early,1,6206,4/22/2001,75281,0.15,4.15,27,6.9
HF011,1,WS3,Early,1,6207,4/22/2001,75301,0.15,4.12,27,6.9
HF011,1,WS3,Early,1,6208,4/22/2001,75321,0.15,4.04,27,6.9
HF011,1,WS3,Early,1,6209,4/22/2001,75341,0.14,3.88,27,6.9
HF011,1,WS3,Early,1,6210,4/22/2001,75361,0.15,3.93,27,6.9
HF011,1,WS3,Early,1,6211,4/22/2001,75381,0.14,3.82,27,6.9
HF011,1,WS3,Early,1,6212,4/22/2001,75401,0.15,3.99,27,6.9
HF011,1,WS3,Early,1,6213,4/22/2001,75421,0.15,3.93,27,6.9
HF011,1,WS3,Early,1,6214,4/22/2001,75441,0.15,3.96,27,6.9
HF011,1,WS3,Early,1,6215,4/22/2001,75461,0.14,3.82,27,6.9
HF011,1,WS3,Early,1,6216,4/22/2001,75481,0.15,4.01,27,6.9
HF011,1,WS3,Early,1,6217,4/22/2001,75501,0.15,4.12,27,6.9
HF011,1,WS3,Early,1,6218,4/22/2001,75521,0.14,3.85,27,6.9
HF011,1,WS3,Early,1,6219,4/22/2001,75541,0.14,3.82,27,6.9
HF011,1,WS3,Early,1,6220,4/22/2001,75561,0.15,4.01,27,6.9
HF011,1,WS3,Early,1,6221,4/22/2001,75581,0.15,4.04,27,6.9
HF011,1,WS3,Early,1,6222,4/22/2001,75601,0.15,3.96,27,6.9
HF011,1,WS3,Early,1,6223,4/22/2001,75621,0.14,3.8,27,6.9
HF011,1,WS3,Early,1,6224,4/22/2001,75641,0.15,3.99,27,6.9
HF011,1,WS3,Early,1,6225,4/22/2001,75661,0.15,3.93,27,6.9
HF011,1,WS3,Early,1,6226,4/22/2001,75681,0.15,3.96,27,6.9
HF011,1,WS3,Early,1,6227,4/22/2001,75701,0.15,3.96,27,6.9
HF011,1,WS3,Early,1,6228,4/22/2001,75721,0.14,3.82,27,6.9
HF011,1,WS3,Early,1,6229,4/22/2001,75741,0.15,4.07,27,6.9
HF011,1,WS3,Early,1,6230,4/22/2001,75761,0.15,4.12,27,6.9
HF011,1,WS3,Early,1,6231,4/22/2001,75781,0.15,3.93,27,6.9
HF011,1,WS3,Early,1,6232,4/22/2001,75801,0.15,3.96,27,6.9
HF011,1,WS3,Early,1,6233,4/22/2001,75821,0.15,3.99,27,6.9
HF011,1,WS3,Early,1,6234,4/22/2001,75841,0.15,4.01,27,6.9
HF011,1,WS3,Early,1,6235,4/22/2001,75861,0.14,3.82,27,6.9
HF011,1,WS3,Early,1,6236,4/22/2001,75881,0.15,4.12,27,6.9
HF011,1,WS3,Early,1,6237,4/22/2001,75901,0.15,4.07,27,6.9
HF011,1,WS3,Early,1,6238,4/22/2001,75921,0.15,4.01,27,6.9
HF011,1,WS3,Early,1,6239,4/22/2001,75941,0.14,3.8,27,6.9
